date,t,up,up_pred,price
2015-03-06,7588,0,1,17856.779297
2015-03-09,7589,0,1,17995.720703
2015-03-10,7590,1,1,17662.939453
2015-03-11,7591,1,1,17635.390625
2015-03-12,7592,1,1,17895.220703
2015-03-13,7593,1,0,17749.310547
2015-03-16,7594,1,0,17977.419922
2015-03-17,7595,1,0,17849.080078
2015-03-18,7596,0,0,18076.189453
2015-03-19,7597,0,0,17959.029297
2015-03-20,7598,0,0,18127.650391
2015-03-23,7599,0,1,18116.039063
2015-03-24,7600,0,1,18011.140625
2015-03-25,7601,0,1,17718.539063
2015-03-26,7602,1,1,17678.230469
2015-03-27,7603,1,0,17712.660156
2015-03-30,7604,0,0,17976.310547
2015-03-31,7605,1,0,17776.119141
2015-04-01,7606,1,1,17698.179688
2015-04-02,7607,1,1,17763.240234
2015-04-06,7608,1,1,17880.849609
2015-04-07,7609,1,1,17875.419922
2015-04-08,7610,1,0,17902.509766
2015-04-09,7611,1,1,17958.730469
2015-04-10,7612,0,1,18057.650391
2015-04-13,7613,1,1,17977.039063
2015-04-14,7614,0,1,18036.699219
2015-04-15,7615,0,0,18112.609375
2015-04-16,7616,0,1,18105.769531
2015-04-17,7617,1,0,17826.300781
2015-04-20,7618,1,1,18034.929688
2015-04-21,7619,1,1,17949.589844
2015-04-22,7620,0,1,18038.269531
2015-04-23,7621,0,1,18058.689453
2015-04-24,7622,0,1,18080.140625
2015-04-27,7623,1,1,18037.970703
2015-04-28,7624,0,1,18110.140625
2015-04-29,7625,0,1,18035.529297
2015-04-30,7626,1,0,17840.519531
2015-05-01,7627,1,1,18024.060547
2015-05-04,7628,1,1,18070.400391
2015-05-05,7629,1,0,17928.199219
2015-05-06,7630,1,0,17841.980469
2015-05-07,7631,1,1,17924.060547
2015-05-08,7632,1,1,18191.109375
2015-05-11,7633,1,1,18105.169922
2015-05-12,7634,1,0,18068.230469
2015-05-13,7635,1,1,18060.490234
2015-05-14,7636,1,1,18252.240234
2015-05-15,7637,0,1,18272.560547
2015-05-18,7638,0,1,18298.880859
2015-05-19,7639,0,1,18312.390625
2015-05-20,7640,0,1,18285.400391
2015-05-21,7641,0,1,18285.740234
2015-05-22,7642,0,1,18232.019531
2015-05-26,7643,0,1,18041.539063
2015-05-27,7644,0,1,18162.990234
2015-05-28,7645,0,1,18126.119141
2015-05-29,7646,0,1,18010.679688
2015-06-01,7647,0,1,18040.369141
2015-06-02,7648,0,1,18011.939453
2015-06-03,7649,0,1,18076.269531
2015-06-04,7650,1,0,17905.580078
2015-06-05,7651,1,0,17849.460938
2015-06-08,7652,1,1,17766.550781
2015-06-09,7653,1,0,17764.039063
2015-06-10,7654,0,1,18000.400391
2015-06-11,7655,1,0,18039.369141
2015-06-12,7656,1,0,17898.839844
2015-06-15,7657,1,1,17791.169922
2015-06-16,7658,1,1,17904.480469
2015-06-17,7659,1,1,17935.740234
2015-06-18,7660,0,0,18115.839844
2015-06-19,7661,0,0,18015.949219
2015-06-22,7662,0,1,18119.779297
2015-06-23,7663,0,0,18144.070313
2015-06-24,7664,0,1,17966.070313
2015-06-25,7665,0,1,17890.359375
2015-06-26,7666,0,1,17946.679688
2015-06-29,7667,1,1,17596.349609
2015-06-30,7668,0,1,17619.509766
2015-07-01,7669,0,1,17757.910156
2015-07-02,7670,1,1,17730.109375
2015-07-06,7671,1,1,17683.580078
2015-07-07,7672,1,1,17776.910156
2015-07-08,7673,1,1,17515.419922
2015-07-09,7674,1,1,17548.619141
2015-07-10,7675,1,1,17760.410156
2015-07-13,7676,1,0,17977.679688
2015-07-14,7677,0,1,18053.580078
2015-07-15,7678,0,0,18050.169922
2015-07-16,7679,0,1,18120.25
2015-07-17,7680,0,1,18086.449219
2015-07-20,7681,0,1,18100.410156
2015-07-21,7682,0,1,17919.289063
2015-07-22,7683,0,0,17851.039063
2015-07-23,7684,1,1,17731.919922
2015-07-24,7685,1,1,17568.529297
2015-07-27,7686,1,1,17440.589844
2015-07-28,7687,0,1,17630.269531
2015-07-29,7688,0,0,17751.390625
2015-07-30,7689,0,1,17745.980469
2015-07-31,7690,0,1,17689.859375
2015-08-03,7691,1,1,17598.199219
2015-08-04,7692,0,1,17550.689453
2015-08-05,7693,0,1,17540.470703
2015-08-06,7694,0,1,17419.75
2015-08-07,7695,1,1,17373.380859
2015-08-10,7696,0,1,17615.169922
2015-08-11,7697,1,1,17402.839844
2015-08-12,7698,0,1,17402.509766
2015-08-13,7699,0,0,17408.25
2015-08-14,7700,0,0,17477.400391
2015-08-17,7701,0,0,17545.179688
2015-08-18,7702,0,0,17511.339844
2015-08-19,7703,0,1,17348.730469
2015-08-20,7704,0,1,16990.689453
2015-08-21,7705,1,1,16459.75
2015-08-24,7706,1,1,15871.349609
2015-08-25,7707,1,0,15666.44043
2015-08-26,7708,1,0,16285.509766
2015-08-27,7709,0,0,16654.769531
2015-08-28,7710,0,1,16643.009766
2015-08-31,7711,0,0,16528.029297
2015-09-01,7712,1,0,16058.349609
2015-09-02,7713,0,0,16351.379883000001
2015-09-03,7714,1,0,16374.759766
2015-09-04,7715,1,1,16102.379883000001
2015-09-08,7716,1,1,16492.679688
2015-09-09,7717,1,1,16253.570313
2015-09-10,7718,1,1,16330.400391
2015-09-11,7719,0,1,16433.089844
2015-09-14,7720,1,0,16370.959961000002
2015-09-15,7721,0,0,16599.849609
2015-09-16,7722,0,0,16739.949219
2015-09-17,7723,0,1,16674.740234
2015-09-18,7724,0,0,16384.580078
2015-09-21,7725,0,1,16510.189453
2015-09-22,7726,0,1,16330.469727000002
2015-09-23,7727,1,1,16279.889647999998
2015-09-24,7728,1,1,16201.320313
2015-09-25,7729,1,1,16314.669922
2015-09-28,7730,1,1,16001.889647999998
2015-09-29,7731,1,1,16049.129883000001
2015-09-30,7732,1,1,16284.700195
2015-10-01,7733,1,1,16272.009766
2015-10-02,7734,1,1,16472.369141
2015-10-05,7735,1,0,16776.429688
2015-10-06,7736,1,0,16790.189453
2015-10-07,7737,1,1,16912.289063
2015-10-08,7738,1,1,17050.75
2015-10-09,7739,1,1,17084.490234
2015-10-12,7740,1,1,17131.859375
2015-10-13,7741,1,0,17081.890625
2015-10-14,7742,1,1,16924.75
2015-10-15,7743,1,0,17141.75
2015-10-16,7744,1,1,17215.970703
2015-10-19,7745,1,1,17230.539063
2015-10-20,7746,1,0,17217.109375
2015-10-21,7747,1,0,17168.609375
2015-10-22,7748,1,0,17489.160156
2015-10-23,7749,1,0,17646.699219
2015-10-26,7750,1,0,17623.050781
2015-10-27,7751,1,0,17581.429688
2015-10-28,7752,1,0,17779.519531
2015-10-29,7753,1,0,17755.800781
2015-10-30,7754,1,1,17663.539063
2015-11-02,7755,0,0,17828.759766
2015-11-03,7756,0,1,17918.150391
2015-11-04,7757,0,1,17867.580078
2015-11-05,7758,0,1,17863.429688
2015-11-06,7759,0,1,17910.330078
2015-11-09,7760,0,1,17730.480469
2015-11-10,7761,0,1,17758.210938
2015-11-11,7762,1,1,17702.220703
2015-11-12,7763,1,0,17448.070313
2015-11-13,7764,1,1,17245.240234
2015-11-16,7765,1,1,17483.009766
2015-11-17,7766,1,1,17489.5
2015-11-18,7767,1,0,17737.160156
2015-11-19,7768,1,0,17732.75
2015-11-20,7769,0,0,17823.810547
2015-11-23,7770,1,0,17792.679688
2015-11-24,7771,0,0,17812.189453
2015-11-25,7772,0,1,17813.390625
2015-11-27,7773,1,1,17813.390625
2015-11-30,7774,1,1,17719.919922
2015-12-01,7775,0,1,17888.349609
2015-12-02,7776,0,1,17729.679688
2015-12-03,7777,1,0,17477.669922
2015-12-04,7778,0,1,17847.630859
2015-12-07,7779,0,1,17730.509766
2015-12-08,7780,0,1,17568.0
2015-12-09,7781,1,1,17492.300781
2015-12-10,7782,0,1,17574.75
2015-12-11,7783,0,1,17265.210938
2015-12-14,7784,0,1,17368.5
2015-12-15,7785,0,1,17524.910156
2015-12-16,7786,0,0,17749.089844
2015-12-17,7787,1,0,17495.839844
2015-12-18,7788,1,1,17128.550781
2015-12-21,7789,1,1,17251.619141
2015-12-22,7790,1,0,17417.269531
2015-12-23,7791,0,1,17602.609375
2015-12-24,7792,0,0,17552.169922
2015-12-28,7793,0,1,17528.269531
2015-12-29,7794,0,1,17720.980469
2015-12-30,7795,0,1,17603.869141
2015-12-31,7796,0,1,17425.029297
2016-01-04,7797,0,0,17148.939453
2016-01-05,7798,0,1,17158.660156
2016-01-06,7799,0,1,16906.509766
2016-01-07,7800,0,0,16514.099609
2016-01-08,7801,0,1,16346.450195
2016-01-11,7802,0,0,16398.570313
2016-01-12,7803,0,0,16516.220703
2016-01-13,7804,0,1,16151.410156
2016-01-14,7805,0,0,16379.049805
2016-01-15,7806,0,0,15988.080078
2016-01-19,7807,1,0,16016.019531
2016-01-20,7808,1,0,15766.740234
2016-01-21,7809,1,0,15882.679688
2016-01-22,7810,1,1,16093.509766
2016-01-25,7811,1,1,15885.219727000002
2016-01-26,7812,0,1,16167.230469
2016-01-27,7813,1,1,15944.459961000002
2016-01-28,7814,1,1,16069.639647999998
2016-01-29,7815,0,0,16466.300781
2016-02-01,7816,0,0,16449.179688
2016-02-02,7817,0,1,16153.540038999998
2016-02-03,7818,0,0,16336.660156
2016-02-04,7819,0,0,16416.580078
2016-02-05,7820,0,1,16204.969727000002
2016-02-08,7821,1,0,16027.049805
2016-02-09,7822,1,1,16014.379883000001
2016-02-10,7823,1,0,15914.740234
2016-02-11,7824,1,1,15660.179688
2016-02-12,7825,1,1,15973.839844
2016-02-16,7826,1,1,16196.410156
2016-02-17,7827,1,1,16453.830078
2016-02-18,7828,1,1,16413.429688
2016-02-19,7829,1,0,16391.990234
2016-02-22,7830,0,0,16620.660156
2016-02-23,7831,1,0,16431.779297
2016-02-24,7832,1,1,16484.990234
2016-02-25,7833,1,0,16697.289063
2016-02-26,7834,1,1,16639.970703
2016-02-29,7835,1,1,16516.5
2016-03-01,7836,1,1,16865.080078
2016-03-02,7837,1,1,16899.320313
2016-03-03,7838,1,0,16943.900391
2016-03-04,7839,1,0,17006.769531
2016-03-07,7840,1,1,17073.949219
2016-03-08,7841,1,1,16964.099609
2016-03-09,7842,1,1,17000.359375
2016-03-10,7843,1,1,16995.130859
2016-03-11,7844,1,1,17213.310547
2016-03-14,7845,1,1,17229.130859
2016-03-15,7846,1,1,17251.529297
2016-03-16,7847,1,1,17325.759766
2016-03-17,7848,1,1,17481.490234
2016-03-18,7849,0,1,17602.300781
2016-03-21,7850,1,1,17623.869141
2016-03-22,7851,1,1,17582.570313
2016-03-23,7852,1,1,17502.589844
2016-03-24,7853,1,1,17515.730469
2016-03-28,7854,1,1,17535.390625
2016-03-29,7855,0,1,17633.109375
2016-03-30,7856,0,1,17716.660156
2016-03-31,7857,0,1,17685.089844
2016-04-01,7858,0,0,17792.75
2016-04-04,7859,0,1,17737.0
2016-04-05,7860,1,1,17603.320313
2016-04-06,7861,1,1,17716.050781
2016-04-07,7862,1,1,17541.960938
2016-04-08,7863,1,0,17576.960938
2016-04-11,7864,1,1,17556.410156
2016-04-12,7865,1,0,17721.25
2016-04-13,7866,1,0,17908.279297
2016-04-14,7867,1,1,17926.429688
2016-04-15,7868,1,0,17897.460938
2016-04-18,7869,0,0,18004.160156
2016-04-19,7870,0,0,18053.599609
2016-04-20,7871,0,1,18096.269531
2016-04-21,7872,0,1,17982.519531
2016-04-22,7873,0,1,18003.75
2016-04-25,7874,0,1,17977.240234
2016-04-26,7875,0,1,17990.320313
2016-04-27,7876,0,1,18041.550781
2016-04-28,7877,0,1,17830.759766
2016-04-29,7878,0,1,17773.640625
2016-05-02,7879,0,1,17891.160156
2016-05-03,7880,1,1,17750.910156
2016-05-04,7881,1,0,17651.259766
2016-05-05,7882,1,1,17660.710938
2016-05-06,7883,0,1,17740.630859
2016-05-09,7884,1,1,17705.910156
2016-05-10,7885,0,0,17928.349609
2016-05-11,7886,0,1,17711.119141
2016-05-12,7887,0,0,17720.5
2016-05-13,7888,0,0,17535.320313
2016-05-16,7889,0,0,17710.710938
2016-05-17,7890,1,0,17529.980469
2016-05-18,7891,1,1,17526.619141
2016-05-19,7892,1,1,17435.400391
2016-05-20,7893,1,0,17500.939453
2016-05-23,7894,1,0,17492.929688
2016-05-24,7895,1,1,17706.050781
2016-05-25,7896,0,0,17851.509766
2016-05-26,7897,0,1,17828.289063
2016-05-27,7898,1,0,17873.220703
2016-05-31,7899,1,0,17787.199219
2016-06-01,7900,1,1,17789.669922
2016-06-02,7901,1,1,17838.560547
2016-06-03,7902,1,0,17807.060547
2016-06-06,7903,0,1,17920.330078
2016-06-07,7904,0,1,17938.279297
2016-06-08,7905,0,1,18005.050781
2016-06-09,7906,0,1,17985.189453
2016-06-10,7907,0,1,17865.339844
2016-06-13,7908,1,1,17732.480469
2016-06-14,7909,1,1,17674.820313
2016-06-15,7910,1,1,17640.169922
2016-06-16,7911,1,1,17733.099609
2016-06-17,7912,0,1,17675.160156
2016-06-20,7913,0,1,17804.869141
2016-06-21,7914,0,0,17829.730469
2016-06-22,7915,0,0,17780.830078
2016-06-23,7916,0,0,18011.070313
2016-06-24,7917,1,1,17400.75
2016-06-27,7918,1,1,17140.240234
2016-06-28,7919,1,0,17409.720703
2016-06-29,7920,1,1,17694.679688
2016-06-30,7921,1,1,17929.990234
2016-07-01,7922,1,1,17949.369141
2016-07-05,7923,1,1,17840.619141
2016-07-06,7924,1,0,17918.619141
2016-07-07,7925,1,0,17895.880859
2016-07-08,7926,1,1,18146.740234
2016-07-11,7927,1,0,18226.929688
2016-07-12,7928,1,0,18347.669922
2016-07-13,7929,1,0,18372.119141
2016-07-14,7930,1,0,18506.410156
2016-07-15,7931,1,1,18516.550781
2016-07-18,7932,0,1,18533.050781
2016-07-19,7933,0,0,18559.009766
2016-07-20,7934,0,0,18595.029297
2016-07-21,7935,0,1,18517.230469
2016-07-22,7936,0,1,18570.849609
2016-07-25,7937,0,1,18493.060547
2016-07-26,7938,0,1,18473.75
2016-07-27,7939,0,1,18472.169922
2016-07-28,7940,0,0,18456.349609
2016-07-29,7941,1,1,18432.240234
2016-08-01,7942,1,1,18404.509766
2016-08-02,7943,1,1,18313.769531
2016-08-03,7944,1,1,18355.0
2016-08-04,7945,1,1,18352.050781
2016-08-05,7946,1,1,18543.529297
2016-08-08,7947,1,0,18529.289063
2016-08-09,7948,1,1,18533.050781
2016-08-10,7949,1,0,18495.660156
2016-08-11,7950,0,1,18613.519531
2016-08-12,7951,0,1,18576.470703
2016-08-15,7952,0,0,18636.050781
2016-08-16,7953,0,0,18552.019531
2016-08-17,7954,0,0,18573.939453
2016-08-18,7955,0,0,18597.699219
2016-08-19,7956,0,1,18552.570313
2016-08-22,7957,0,1,18529.419922
2016-08-23,7958,0,1,18547.300781
2016-08-24,7959,0,1,18481.480469
2016-08-25,7960,0,1,18448.410156
2016-08-26,7961,1,1,18395.400391
2016-08-29,7962,1,1,18502.990234
2016-08-30,7963,1,1,18454.300781
2016-08-31,7964,1,1,18400.880859
2016-09-01,7965,0,0,18419.300781
2016-09-02,7966,0,1,18491.960938
2016-09-06,7967,0,1,18538.119141
2016-09-07,7968,0,1,18526.140625
2016-09-08,7969,0,1,18479.910156
2016-09-09,7970,1,0,18085.449219
2016-09-12,7971,0,1,18325.070313
2016-09-13,7972,1,0,18066.75
2016-09-14,7973,1,0,18034.769531
2016-09-15,7974,1,1,18212.480469
2016-09-16,7975,1,1,18123.800781
2016-09-19,7976,0,0,18120.169922
2016-09-20,7977,1,0,18129.960938
2016-09-21,7978,1,0,18293.699219
2016-09-22,7979,0,0,18392.460938
2016-09-23,7980,1,1,18261.449219
2016-09-26,7981,1,0,18094.830078
2016-09-27,7982,0,1,18228.300781
2016-09-28,7983,0,1,18339.240234
2016-09-29,7984,1,1,18143.449219
2016-09-30,7985,0,0,18308.150391
2016-10-03,7986,1,0,18253.849609
2016-10-04,7987,0,1,18168.449219
2016-10-05,7988,0,0,18281.029297
2016-10-06,7989,0,1,18268.5
2016-10-07,7990,0,1,18240.490234
2016-10-10,7991,0,1,18329.039063
2016-10-11,7992,1,1,18128.660156
2016-10-12,7993,1,0,18144.199219
2016-10-13,7994,1,0,18098.939453
2016-10-14,7995,1,0,18138.380859
2016-10-17,7996,1,1,18086.400391
2016-10-18,7997,1,0,18161.939453
2016-10-19,7998,0,1,18202.619141
2016-10-20,7999,1,1,18162.349609
2016-10-21,8000,1,0,18145.710938
2016-10-24,8001,0,1,18223.029297
2016-10-25,8002,0,0,18169.269531
2016-10-26,8003,0,0,18199.330078
2016-10-27,8004,0,0,18169.679688
2016-10-28,8005,0,1,18161.189453
2016-10-31,8006,1,0,18142.419922
2016-11-01,8007,1,1,18037.099609
2016-11-02,8008,1,1,17959.640625
2016-11-03,8009,1,1,17930.669922
2016-11-04,8010,1,1,17888.279297
2016-11-07,8011,1,1,18259.599609
2016-11-08,8012,1,1,18332.740234
2016-11-09,8013,1,0,18589.689453
2016-11-10,8014,1,1,18807.880859
2016-11-11,8015,1,1,18847.660156
2016-11-14,8016,1,1,18868.689453
2016-11-15,8017,1,1,18923.060547
2016-11-16,8018,1,1,18868.140625
2016-11-17,8019,1,0,18903.820313
2016-11-18,8020,1,0,18867.929688
2016-11-21,8021,1,1,18956.689453
2016-11-22,8022,1,0,19023.869141
2016-11-23,8023,1,0,19083.179688
2016-11-25,8024,1,0,19152.140625
2016-11-28,8025,1,0,19097.900391
2016-11-29,8026,1,0,19121.599609
2016-11-30,8027,1,1,19123.580078
2016-12-01,8028,1,1,19191.929688
2016-12-02,8029,1,1,19170.419922
2016-12-05,8030,1,1,19216.240234
2016-12-06,8031,1,0,19251.779297
2016-12-07,8032,1,0,19549.619141
2016-12-08,8033,1,0,19614.810547
2016-12-09,8034,1,1,19756.849609
2016-12-12,8035,1,0,19796.429688
2016-12-13,8036,1,1,19911.210938
2016-12-14,8037,1,1,19792.529297
2016-12-15,8038,1,1,19852.240234
2016-12-16,8039,1,1,19843.410156
2016-12-19,8040,1,1,19883.060547
2016-12-20,8041,0,1,19974.619141
2016-12-21,8042,0,1,19941.960938
2016-12-22,8043,0,0,19918.880859
2016-12-23,8044,0,1,19933.810547
2016-12-27,8045,0,1,19945.039063
2016-12-28,8046,1,1,19833.679688
2016-12-29,8047,1,1,19819.779297
2016-12-30,8048,1,1,19762.599609
2017-01-03,8049,0,0,19881.759766
2017-01-04,8050,1,0,19942.160156
2017-01-05,8051,0,0,19899.289063
2017-01-06,8052,0,0,19963.800781
2017-01-09,8053,0,0,19887.380859
2017-01-10,8054,0,1,19855.529297
2017-01-11,8055,0,1,19954.279297
2017-01-12,8056,0,0,19891.0
2017-01-13,8057,0,1,19885.730469
2017-01-17,8058,1,0,19826.769531
2017-01-18,8059,1,1,19804.720703
2017-01-19,8060,1,1,19732.400391
2017-01-20,8061,1,1,19827.25
2017-01-23,8062,1,1,19799.849609
2017-01-24,8063,0,1,19912.710938
2017-01-25,8064,0,0,20068.509766
2017-01-26,8065,0,0,20100.910156
2017-01-27,8066,0,1,20093.779297
2017-01-30,8067,1,0,19971.130859
2017-01-31,8068,1,1,19864.089844
2017-02-01,8069,1,1,19890.939453
2017-02-02,8070,1,0,19884.910156
2017-02-03,8071,1,1,20071.460938
2017-02-06,8072,1,0,20052.419922
2017-02-07,8073,1,1,20090.289063
2017-02-08,8074,1,0,20054.339844
2017-02-09,8075,1,0,20172.400391
2017-02-10,8076,1,1,20269.369141
2017-02-13,8077,1,0,20412.160156
2017-02-14,8078,1,1,20504.410156
2017-02-15,8079,1,1,20611.859375
2017-02-16,8080,1,1,20619.769531
2017-02-17,8081,1,0,20624.050781
2017-02-21,8082,1,1,20743.0
2017-02-22,8083,1,1,20775.599609
2017-02-23,8084,1,1,20810.320313
2017-02-24,8085,1,1,20821.759766
2017-02-27,8086,1,1,20837.439453
2017-02-28,8087,1,1,20812.240234
2017-03-01,8088,0,1,21115.550781
2017-03-02,8089,0,1,21002.970703
2017-03-03,8090,0,0,21005.710938
2017-03-06,8091,0,1,20954.339844
2017-03-07,8092,0,1,20924.759766
2017-03-08,8093,1,1,20855.730469
2017-03-09,8094,1,1,20858.189453
2017-03-10,8095,1,1,20902.980469
2017-03-13,8096,1,1,20881.480469
2017-03-14,8097,0,1,20837.369141
2017-03-15,8098,0,1,20950.099609
2017-03-16,8099,0,1,20934.550781
2017-03-17,8100,0,0,20914.619141
2017-03-20,8101,0,0,20905.859375
2017-03-21,8102,1,1,20668.009766
2017-03-22,8103,0,1,20661.300781
2017-03-23,8104,1,1,20656.580078
2017-03-24,8105,1,0,20596.720703
2017-03-27,8106,1,1,20550.980469
2017-03-28,8107,0,1,20701.5
2017-03-29,8108,0,0,20659.320313
2017-03-30,8109,0,1,20728.490234
2017-03-31,8110,0,1,20663.220703
2017-04-03,8111,1,0,20650.210938
2017-04-04,8112,0,1,20689.240234
2017-04-05,8113,0,0,20648.150391
2017-04-06,8114,0,0,20662.949219
2017-04-07,8115,0,1,20656.099609
2017-04-10,8116,0,1,20658.019531
2017-04-11,8117,0,1,20651.300781
2017-04-12,8118,0,0,20591.859375
2017-04-13,8119,1,1,20453.25
2017-04-17,8120,1,1,20636.919922
2017-04-18,8121,1,1,20523.279297
2017-04-19,8122,1,0,20404.490234
2017-04-20,8123,1,1,20578.710938
2017-04-21,8124,1,0,20547.759766
2017-04-24,8125,1,1,20763.890625
2017-04-25,8126,0,1,20996.119141
2017-04-26,8127,0,0,20975.089844
2017-04-27,8128,0,1,20981.330078
2017-04-28,8129,1,0,20940.509766
2017-05-01,8130,1,1,20913.460938
2017-05-02,8131,1,1,20949.890625
2017-05-03,8132,0,0,20957.900391
2017-05-04,8133,0,1,20951.470703
2017-05-05,8134,0,1,21006.939453
2017-05-08,8135,0,1,21012.279297
2017-05-09,8136,1,1,20975.779297
2017-05-10,8137,0,0,20943.109375
2017-05-11,8138,0,1,20919.419922
2017-05-12,8139,0,1,20896.609375
2017-05-15,8140,0,1,20981.939453
2017-05-16,8141,0,0,20979.75
2017-05-17,8142,1,1,20606.929688
2017-05-18,8143,1,1,20663.019531
2017-05-19,8144,1,1,20804.839844
2017-05-22,8145,1,1,20894.830078
2017-05-23,8146,1,0,20937.910156
2017-05-24,8147,1,0,21012.419922
2017-05-25,8148,1,1,21082.949219
2017-05-26,8149,1,1,21080.279297
2017-05-30,8150,1,0,21029.470703
2017-05-31,8151,1,1,21008.650391
2017-06-01,8152,1,1,21144.179688
2017-06-02,8153,1,1,21206.289063
2017-06-05,8154,1,1,21184.039063
2017-06-06,8155,1,1,21136.230469
2017-06-07,8156,1,1,21173.689453
2017-06-08,8157,1,1,21182.529297
2017-06-09,8158,1,1,21271.970703
2017-06-12,8159,1,1,21235.669922
2017-06-13,8160,1,1,21328.470703
2017-06-14,8161,1,1,21374.560547
2017-06-15,8162,1,0,21359.900391
2017-06-16,8163,1,1,21384.279297
2017-06-19,8164,0,0,21528.990234
2017-06-20,8165,0,0,21467.140625
2017-06-21,8166,1,1,21410.029297
2017-06-22,8167,0,0,21397.289063
2017-06-23,8168,0,1,21394.759766
2017-06-26,8169,1,1,21409.550781
2017-06-27,8170,1,1,21310.660156
2017-06-28,8171,0,1,21454.609375
2017-06-29,8172,1,0,21287.029297
2017-06-30,8173,1,0,21349.630859
2017-07-03,8174,0,1,21479.269531
2017-07-05,8175,1,1,21478.169922
2017-07-06,8176,1,1,21320.039063
2017-07-07,8177,1,1,21414.339844
2017-07-10,8178,1,1,21408.519531
2017-07-11,8179,1,1,21409.070313
2017-07-12,8180,1,0,21532.140625
2017-07-13,8181,1,1,21553.089844
2017-07-14,8182,0,0,21637.740234
2017-07-17,8183,0,0,21629.720703
2017-07-18,8184,1,0,21574.730469
2017-07-19,8185,1,0,21640.75
2017-07-20,8186,1,1,21611.779297
2017-07-21,8187,1,1,21580.070313
2017-07-24,8188,1,0,21513.169922
2017-07-25,8189,1,1,21613.429688
2017-07-26,8190,1,1,21711.009766
2017-07-27,8191,1,0,21796.550781
2017-07-28,8192,1,0,21830.310547
2017-07-31,8193,1,0,21891.119141
2017-08-01,8194,1,0,21963.919922
2017-08-02,8195,1,1,22016.240234
2017-08-03,8196,0,1,22026.099609
2017-08-04,8197,0,1,22092.810547
2017-08-07,8198,0,1,22118.419922
2017-08-08,8199,0,0,22085.339844
2017-08-09,8200,0,0,22048.699219
2017-08-10,8201,0,1,21844.009766
2017-08-11,8202,0,1,21858.320313
2017-08-14,8203,0,1,21993.710938
2017-08-15,8204,0,1,21998.990234
2017-08-16,8205,0,1,22024.869141
2017-08-17,8206,1,1,21750.730469
2017-08-18,8207,1,1,21674.509766
2017-08-21,8208,1,1,21703.75
2017-08-22,8209,0,1,21899.890625
2017-08-23,8210,1,1,21812.089844
2017-08-24,8211,1,0,21783.400391
2017-08-25,8212,1,0,21813.669922
2017-08-28,8213,0,0,21808.400391
2017-08-29,8214,0,1,21865.369141
2017-08-30,8215,0,1,21892.429688
2017-08-31,8216,0,1,21948.099609
2017-09-01,8217,1,0,21987.560547
2017-09-05,8218,1,0,21753.310547
2017-09-06,8219,1,0,21807.640625
2017-09-07,8220,1,1,21784.779297
2017-09-08,8221,1,0,21797.789063
2017-09-11,8222,1,0,22057.369141
2017-09-12,8223,1,0,22118.859375
2017-09-13,8224,1,0,22158.179688
2017-09-14,8225,1,0,22203.480469
2017-09-15,8226,1,0,22268.339844
2017-09-18,8227,0,1,22331.349609
2017-09-19,8228,0,1,22370.800781
2017-09-20,8229,0,1,22412.589844
2017-09-21,8230,1,1,22359.230469
2017-09-22,8231,1,1,22349.589844
2017-09-25,8232,1,1,22296.089844
2017-09-26,8233,1,1,22284.320313
2017-09-27,8234,1,1,22340.710938
2017-09-28,8235,1,1,22381.199219
2017-09-29,8236,1,1,22405.089844
2017-10-02,8237,1,1,22557.599609
2017-10-03,8238,1,1,22641.669922
2017-10-04,8239,1,1,22661.640625
2017-10-05,8240,1,0,22775.390625
2017-10-06,8241,1,0,22773.669922
2017-10-09,8242,1,1,22761.070313
2017-10-10,8243,1,1,22830.679688
2017-10-11,8244,1,1,22872.890625
2017-10-12,8245,1,1,22841.009766
2017-10-13,8246,1,0,22871.720703
2017-10-16,8247,1,0,22956.960938
2017-10-17,8248,1,1,22997.439453
2017-10-18,8249,1,1,23157.599609
2017-10-19,8250,1,1,23163.039063
2017-10-20,8251,1,1,23328.630859
2017-10-23,8252,1,1,23273.960938
2017-10-24,8253,0,0,23441.759766
2017-10-25,8254,1,1,23329.460938
2017-10-26,8255,1,1,23400.859375
2017-10-27,8256,1,0,23434.189453
2017-10-30,8257,1,1,23348.740234
2017-10-31,8258,1,0,23377.240234
2017-11-01,8259,1,1,23435.009766
2017-11-02,8260,0,1,23516.259766
2017-11-03,8261,0,1,23539.189453
2017-11-06,8262,0,1,23548.419922
2017-11-07,8263,0,1,23557.230469
2017-11-08,8264,0,1,23563.359375
2017-11-09,8265,0,1,23461.939453
2017-11-10,8266,0,0,23422.210938
2017-11-13,8267,0,1,23439.699219
2017-11-14,8268,1,0,23409.470703
2017-11-15,8269,1,1,23271.279297
2017-11-16,8270,1,0,23458.359375
2017-11-17,8271,1,1,23358.240234
2017-11-20,8272,1,1,23430.330078
2017-11-21,8273,1,1,23590.830078
2017-11-22,8274,1,1,23526.179688
2017-11-24,8275,1,0,23557.990234
2017-11-27,8276,1,0,23580.779297
2017-11-28,8277,1,1,23836.710938
2017-11-29,8278,1,0,23940.679688
2017-11-30,8279,0,0,24272.349609
2017-12-01,8280,1,1,24231.589844
2017-12-04,8281,1,1,24290.050781
2017-12-05,8282,1,1,24180.640625
2017-12-06,8283,1,1,24140.910156
2017-12-07,8284,1,1,24211.480469
2017-12-08,8285,1,0,24329.160156
2017-12-11,8286,1,1,24386.029297
