date,t,up,up_pred,price
2012-06-07,6899,1,0,12460.959961
2012-06-08,6900,1,0,12554.200195
2012-06-11,6901,1,0,12411.230469
2012-06-12,6902,1,1,12573.799805
2012-06-13,6903,1,1,12496.379883
2012-06-14,6904,0,1,12651.910156
2012-06-15,6905,0,1,12767.169922
2012-06-18,6906,0,1,12741.820313
2012-06-19,6907,0,1,12837.330078
2012-06-20,6908,0,1,12824.389648
2012-06-21,6909,1,0,12573.570313
2012-06-22,6910,1,1,12640.780273
2012-06-25,6911,1,1,12502.660156
2012-06-26,6912,1,1,12534.669922
2012-06-27,6913,1,1,12627.009766
2012-06-28,6914,1,1,12602.259766
2012-06-29,6915,0,1,12880.089844
2012-07-02,6916,0,0,12871.389648
2012-07-03,6917,0,1,12943.660156
2012-07-05,6918,0,1,12896.669922
2012-07-06,6919,1,1,12772.469727
2012-07-09,6920,0,1,12736.290039
2012-07-10,6921,1,1,12653.120117
2012-07-11,6922,1,1,12604.530273
2012-07-12,6923,1,1,12573.269531
2012-07-13,6924,1,1,12777.089844
2012-07-16,6925,0,1,12727.209961
2012-07-17,6926,0,1,12805.540039
2012-07-18,6927,0,1,12908.700195
2012-07-19,6928,0,1,12943.360352
2012-07-20,6929,1,1,12822.570313
2012-07-23,6930,1,1,12721.459961
2012-07-24,6931,1,1,12617.320313
2012-07-25,6932,1,1,12676.049805
2012-07-26,6933,0,1,12887.929688
2012-07-27,6934,1,1,13075.660156
2012-07-30,6935,1,1,13073.009766
2012-07-31,6936,1,1,13008.679688
2012-08-01,6937,1,1,12976.129883
2012-08-02,6938,1,0,12878.879883
2012-08-03,6939,1,1,13096.169922
2012-08-06,6940,1,1,13117.509766
2012-08-07,6941,1,0,13168.599609
2012-08-08,6942,0,1,13175.639648
2012-08-09,6943,1,1,13165.19043
2012-08-10,6944,1,1,13207.950195
2012-08-13,6945,1,1,13169.429688
2012-08-14,6946,1,1,13172.139648
2012-08-15,6947,1,0,13164.780273
2012-08-16,6948,0,1,13250.110352
2012-08-17,6949,0,0,13275.200195
2012-08-20,6950,0,1,13271.639648
2012-08-21,6951,0,1,13203.580078
2012-08-22,6952,0,1,13172.759766
2012-08-23,6953,0,1,13057.459961
2012-08-24,6954,0,1,13157.969727
2012-08-27,6955,0,1,13124.669922
2012-08-28,6956,0,1,13102.990234
2012-08-29,6957,1,0,13107.480469
2012-08-30,6958,1,1,13000.709961
2012-08-31,6959,1,1,13090.839844
2012-09-04,6960,1,1,13035.94043
2012-09-05,6961,1,1,13047.480469
2012-09-06,6962,1,0,13292.0
2012-09-07,6963,1,1,13306.639648
2012-09-10,6964,1,1,13254.290039
2012-09-11,6965,1,1,13323.360352
2012-09-12,6966,1,1,13333.349609
2012-09-13,6967,1,1,13539.860352000002
2012-09-14,6968,0,0,13593.370116999999
2012-09-17,6969,1,0,13553.099609
2012-09-18,6970,0,0,13564.639647999998
2012-09-19,6971,0,1,13577.959961000002
2012-09-20,6972,0,1,13596.929688
2012-09-21,6973,0,1,13579.469727000002
2012-09-24,6974,0,1,13558.919922
2012-09-25,6975,1,1,13457.549805
2012-09-26,6976,1,1,13413.509766
2012-09-27,6977,1,1,13485.969727000002
2012-09-28,6978,1,1,13437.129883000001
2012-10-01,6979,1,1,13515.110352000002
2012-10-02,6980,0,1,13482.360352000002
2012-10-03,6981,0,1,13494.610352000002
2012-10-04,6982,0,0,13575.360352000002
2012-10-05,6983,0,0,13610.150391
2012-10-08,6984,0,0,13583.650391
2012-10-09,6985,1,0,13473.530272999998
2012-10-10,6986,1,0,13344.969727
2012-10-11,6987,1,1,13326.389648
2012-10-12,6988,1,1,13328.849609
2012-10-15,6989,0,1,13424.230469
2012-10-16,6990,0,0,13551.780272999998
2012-10-17,6991,0,1,13557.0
2012-10-18,6992,0,0,13548.94043
2012-10-19,6993,0,0,13343.509766
2012-10-22,6994,0,1,13345.889648
2012-10-23,6995,1,1,13102.530273
2012-10-24,6996,1,1,13077.339844
2012-10-25,6997,1,1,13103.679688
2012-10-26,6998,1,1,13107.209961
2012-10-31,6999,0,1,13096.459961
2012-11-01,7000,0,0,13232.620117
2012-11-02,7001,0,1,13093.160156
2012-11-05,7002,0,1,13112.44043
2012-11-06,7003,0,1,13245.679688
2012-11-07,7004,0,0,12932.730469
2012-11-08,7005,0,1,12811.320313
2012-11-09,7006,0,0,12815.389648
2012-11-12,7007,0,1,12815.080078
2012-11-13,7008,1,1,12756.179688
2012-11-14,7009,1,1,12570.950195
2012-11-15,7010,1,1,12542.379883
2012-11-16,7011,1,1,12588.30957
2012-11-19,7012,1,0,12795.959961
2012-11-20,7013,1,0,12788.509766
2012-11-21,7014,1,0,12836.889648
2012-11-23,7015,1,0,13009.530273
2012-11-26,7016,0,0,12967.370117
2012-11-27,7017,1,0,12878.129883
2012-11-28,7018,1,1,12985.110352
2012-11-29,7019,1,1,13021.820313
2012-11-30,7020,1,1,13025.580078
2012-12-03,7021,1,1,12965.599609
2012-12-04,7022,1,1,12951.780273
2012-12-05,7023,1,1,13034.490234
2012-12-06,7024,1,1,13074.040039
2012-12-07,7025,0,1,13155.129883
2012-12-10,7026,1,0,13169.879883
2012-12-11,7027,1,1,13248.44043
2012-12-12,7028,1,0,13245.450195
2012-12-13,7029,1,1,13170.719727
2012-12-14,7030,1,1,13135.009766
2012-12-17,7031,0,1,13235.389648
2012-12-18,7032,0,1,13350.959961
2012-12-19,7033,0,1,13251.969727
2012-12-20,7034,0,1,13311.719727
2012-12-21,7035,0,1,13190.839844
2012-12-24,7036,1,1,13138.929688
2012-12-26,7037,1,1,13114.589844
2012-12-27,7038,1,1,13096.30957
2012-12-28,7039,1,1,12938.110352
2012-12-31,7040,1,1,13104.139648
2013-01-02,7041,0,0,13412.549805
2013-01-03,7042,1,0,13391.360352
2013-01-04,7043,1,0,13435.209961000002
2013-01-07,7044,1,0,13384.290039
2013-01-08,7045,1,0,13328.849609
2013-01-09,7046,1,0,13390.509766
2013-01-10,7047,1,1,13471.219727000002
2013-01-11,7048,1,0,13488.429688
2013-01-14,7049,1,1,13507.320313
2013-01-15,7050,1,1,13534.889647999998
2013-01-16,7051,1,0,13511.230469
2013-01-17,7052,1,1,13596.019531
2013-01-18,7053,1,1,13649.700195
2013-01-22,7054,1,1,13712.209961000002
2013-01-23,7055,1,0,13779.330078
2013-01-24,7056,1,1,13825.330078
2013-01-25,7057,1,0,13895.980469
2013-01-28,7058,0,0,13881.929688
2013-01-29,7059,1,0,13954.419922
2013-01-30,7060,1,1,13910.419922
2013-01-31,7061,1,0,13860.580078
2013-02-01,7062,0,0,14009.790038999998
2013-02-04,7063,1,0,13880.080078
2013-02-05,7064,1,0,13979.299805
2013-02-06,7065,0,1,13986.519531
2013-02-07,7066,1,1,13944.049805
2013-02-08,7067,0,1,13992.969727000002
2013-02-11,7068,1,1,13971.240234
2013-02-12,7069,0,1,14018.700195
2013-02-13,7070,0,0,13982.910156
2013-02-14,7071,1,0,13973.389647999998
2013-02-15,7072,0,0,13981.759766
2013-02-19,7073,0,1,14035.669922
2013-02-20,7074,1,0,13927.540038999998
2013-02-21,7075,1,0,13880.620116999999
2013-02-22,7076,1,1,14000.570313
2013-02-25,7077,1,0,13784.169922
2013-02-26,7078,1,0,13900.129883000001
2013-02-27,7079,1,0,14075.370116999999
2013-02-28,7080,1,1,14054.490234
2013-03-01,7081,1,0,14089.660156
2013-03-04,7082,1,0,14127.820313
2013-03-05,7083,1,0,14253.769531
2013-03-06,7084,1,1,14296.240234
2013-03-07,7085,1,1,14329.490234
2013-03-08,7086,1,1,14397.070313
2013-03-11,7087,1,1,14447.290038999998
2013-03-12,7088,1,1,14450.05957
2013-03-13,7089,1,0,14455.280272999998
2013-03-14,7090,0,1,14539.139647999998
2013-03-15,7091,0,1,14514.110352000002
2013-03-18,7092,0,1,14452.05957
2013-03-19,7093,1,0,14455.820313
2013-03-20,7094,1,1,14511.730469
2013-03-21,7095,1,1,14421.490234
2013-03-22,7096,1,1,14512.030272999998
2013-03-25,7097,1,1,14447.75
2013-03-26,7098,0,0,14559.650391
2013-03-27,7099,1,0,14526.160156
2013-03-28,7100,0,0,14578.540038999998
2013-04-01,7101,1,0,14572.849609
2013-04-02,7102,1,0,14662.009766
2013-04-03,7103,1,0,14550.349609
2013-04-04,7104,1,0,14606.110352000002
2013-04-05,7105,1,1,14565.25
2013-04-08,7106,0,1,14613.480469
2013-04-09,7107,1,0,14673.459961000002
2013-04-10,7108,0,1,14802.240234
2013-04-11,7109,0,0,14865.139647999998
2013-04-12,7110,0,0,14865.05957
2013-04-15,7111,0,0,14599.200195
2013-04-16,7112,0,1,14756.780272999998
2013-04-17,7113,1,1,14618.589844
2013-04-18,7114,1,1,14537.139647999998
2013-04-19,7115,1,1,14547.509766
2013-04-22,7116,1,1,14567.169922
2013-04-23,7117,1,1,14719.459961000002
2013-04-24,7118,1,1,14676.299805
2013-04-25,7119,1,1,14700.799805
2013-04-26,7120,1,1,14712.549805
2013-04-29,7121,1,1,14818.75
2013-04-30,7122,1,1,14839.799805
2013-05-01,7123,1,1,14700.950195
2013-05-02,7124,1,1,14831.580078
2013-05-03,7125,1,1,14973.959961000002
2013-05-06,7126,1,1,14968.889647999998
2013-05-07,7127,1,1,15056.200195
2013-05-08,7128,1,0,15105.120116999999
2013-05-09,7129,1,0,15082.620116999999
2013-05-10,7130,1,1,15118.490234
2013-05-13,7131,1,1,15091.679688
2013-05-14,7132,1,0,15215.25
2013-05-15,7133,1,1,15275.69043
2013-05-16,7134,1,1,15233.219727000002
2013-05-17,7135,0,1,15354.400391
2013-05-20,7136,1,0,15335.280272999998
2013-05-21,7137,0,1,15387.580078
2013-05-22,7138,1,1,15307.169922
2013-05-23,7139,0,1,15294.5
2013-05-24,7140,0,1,15303.099609
2013-05-28,7141,0,1,15409.389647999998
2013-05-29,7142,0,0,15302.799805
2013-05-30,7143,0,0,15324.530272999998
2013-05-31,7144,1,0,15115.570313
2013-06-03,7145,0,1,15254.030272999998
2013-06-04,7146,0,1,15177.540038999998
2013-06-05,7147,1,1,14960.589844
2013-06-06,7148,1,1,15040.620116999999
2013-06-07,7149,0,1,15248.120116999999
2013-06-10,7150,0,0,15238.589844
2013-06-11,7151,1,0,15122.019531
2013-06-12,7152,1,1,14995.230469
2013-06-13,7153,0,1,15176.080078
2013-06-14,7154,0,0,15070.179688
2013-06-17,7155,0,1,15179.849609
2013-06-18,7156,0,0,15318.230469
2013-06-19,7157,0,1,15112.19043
2013-06-20,7158,1,1,14758.320313
2013-06-21,7159,1,1,14799.400391
2013-06-24,7160,1,1,14659.55957
2013-06-25,7161,1,0,14760.30957
2013-06-26,7162,1,0,14910.139647999998
2013-06-27,7163,1,0,15024.490234
2013-06-28,7164,1,1,14909.599609
2013-07-01,7165,1,0,14974.959961000002
2013-07-02,7166,1,0,14932.410156
2013-07-03,7167,1,0,14988.370116999999
2013-07-05,7168,1,1,15135.839844
2013-07-08,7169,1,1,15224.69043
2013-07-09,7170,1,1,15300.339844
2013-07-10,7171,1,1,15291.660156
2013-07-11,7172,1,1,15460.919922
2013-07-12,7173,1,1,15464.299805
2013-07-15,7174,1,1,15484.259766
2013-07-16,7175,1,1,15451.849609
2013-07-17,7176,1,0,15470.519531
2013-07-18,7177,1,1,15548.540038999998
2013-07-19,7178,1,1,15543.740234
2013-07-22,7179,0,1,15545.549805
2013-07-23,7180,0,0,15567.740234
2013-07-24,7181,0,0,15542.240234
2013-07-25,7182,1,1,15555.610352000002
2013-07-26,7183,1,0,15558.830078
2013-07-29,7184,1,1,15521.969727000002
2013-07-30,7185,0,0,15520.589844
2013-07-31,7186,0,0,15499.540038999998
2013-08-01,7187,0,0,15628.019531
2013-08-02,7188,0,1,15658.360352000002
2013-08-05,7189,0,0,15612.129883000001
2013-08-06,7190,0,0,15518.740234
2013-08-07,7191,0,1,15470.669922
2013-08-08,7192,0,1,15498.320313
2013-08-09,7193,0,1,15425.509766
2013-08-12,7194,0,0,15419.679688
2013-08-13,7195,0,1,15451.009766
2013-08-14,7196,0,1,15337.660156
2013-08-15,7197,0,1,15112.19043
2013-08-16,7198,0,1,15081.469727000002
2013-08-19,7199,0,0,15010.740234
2013-08-20,7200,0,0,15002.990234
2013-08-21,7201,0,1,14897.549805
2013-08-22,7202,0,0,14963.740234
2013-08-23,7203,0,1,15010.509766
2013-08-26,7204,0,1,14946.459961000002
2013-08-27,7205,1,1,14776.129883000001
2013-08-28,7206,1,1,14824.509766
2013-08-29,7207,1,0,14840.950195
2013-08-30,7208,1,0,14810.30957
2013-09-03,7209,1,1,14833.959961000002
2013-09-04,7210,1,1,14930.870116999999
2013-09-05,7211,1,1,14937.480469
2013-09-06,7212,1,1,14922.5
2013-09-09,7213,1,0,15063.120116999999
2013-09-10,7214,1,0,15191.05957
2013-09-11,7215,1,0,15326.599609
2013-09-12,7216,1,0,15300.639647999998
2013-09-13,7217,1,1,15376.05957
2013-09-16,7218,0,1,15494.780272999998
2013-09-17,7219,0,1,15529.730469
2013-09-18,7220,0,0,15676.94043
2013-09-19,7221,0,1,15636.549805
2013-09-20,7222,0,1,15451.089844
2013-09-23,7223,0,1,15401.379883000001
2013-09-24,7224,0,1,15334.589844
2013-09-25,7225,0,1,15273.259766
2013-09-26,7226,0,1,15328.299805
2013-09-27,7227,0,1,15258.240234
2013-09-30,7228,0,1,15129.669922
2013-10-01,7229,0,0,15191.700195
2013-10-02,7230,0,1,15133.139647999998
2013-10-03,7231,1,1,14996.480469
2013-10-04,7232,1,1,15072.580078
2013-10-07,7233,1,1,14936.240234
2013-10-08,7234,1,1,14776.530272999998
2013-10-09,7235,1,0,14802.980469
2013-10-10,7236,1,0,15126.070313
2013-10-11,7237,1,1,15237.110352000002
2013-10-14,7238,1,1,15301.259766
2013-10-15,7239,1,1,15168.009766
2013-10-16,7240,1,0,15373.830078
2013-10-17,7241,1,0,15371.650391
2013-10-18,7242,1,1,15399.650391
2013-10-21,7243,1,0,15392.200195
2013-10-22,7244,1,0,15467.660156
2013-10-23,7245,1,1,15413.330078
2013-10-24,7246,1,1,15509.209961000002
2013-10-25,7247,1,1,15570.280272999998
2013-10-28,7248,1,1,15568.929688
2013-10-29,7249,0,0,15680.349609
2013-10-30,7250,1,0,15618.759766
2013-10-31,7251,1,1,15545.75
2013-11-01,7252,1,1,15615.549805
2013-11-04,7253,1,1,15639.120116999999
2013-11-05,7254,1,0,15618.219727000002
2013-11-06,7255,1,1,15746.879883000001
2013-11-07,7256,1,1,15593.980469
2013-11-08,7257,1,1,15761.780272999998
2013-11-11,7258,1,0,15783.099609
2013-11-12,7259,1,0,15750.669922
2013-11-13,7260,1,0,15821.629883000001
2013-11-14,7261,1,1,15876.219727000002
2013-11-15,7262,1,0,15961.700195
2013-11-18,7263,1,0,15976.019531
2013-11-19,7264,1,0,15967.030272999998
2013-11-20,7265,1,1,15900.820313
2013-11-21,7266,1,1,16009.990234
2013-11-22,7267,0,0,16064.769531
2013-11-25,7268,0,0,16072.540038999998
2013-11-26,7269,0,0,16072.799805
2013-11-27,7270,0,1,16097.330078
2013-11-29,7271,0,1,16086.410156
2013-12-02,7272,1,1,16008.769531
2013-12-03,7273,1,1,15914.620116999999
2013-12-04,7274,0,1,15889.769531
2013-12-05,7275,0,1,15821.509766
2013-12-06,7276,0,0,16020.200195
2013-12-09,7277,0,0,16025.530272999998
2013-12-10,7278,0,0,15973.129883000001
2013-12-11,7279,1,1,15843.530272999998
2013-12-12,7280,1,1,15739.429688
2013-12-13,7281,1,0,15755.360352000002
2013-12-16,7282,1,1,15884.570313
2013-12-17,7283,1,1,15875.259766
2013-12-18,7284,1,0,16167.969727000002
2013-12-19,7285,1,0,16179.080078
2013-12-20,7286,1,1,16221.139647999998
2013-12-23,7287,1,1,16294.610352000002
2013-12-24,7288,1,1,16357.549805
2013-12-26,7289,0,1,16479.880859
2013-12-27,7290,0,1,16478.410156
2013-12-30,7291,1,1,16504.289063
2013-12-31,7292,0,1,16576.660156
2014-01-02,7293,1,1,16441.349609
2014-01-03,7294,0,1,16469.990234
2014-01-06,7295,0,1,16425.099609
2014-01-07,7296,0,1,16530.939453
2014-01-08,7297,1,1,16462.740234
2014-01-09,7298,0,0,16444.759766
2014-01-10,7299,1,0,16437.050781
2014-01-13,7300,1,1,16257.94043
2014-01-14,7301,0,1,16373.860352000002
2014-01-15,7302,0,1,16481.939453
2014-01-16,7303,0,1,16417.009766
2014-01-17,7304,0,0,16458.560547
2014-01-21,7305,0,1,16414.439453
2014-01-22,7306,0,1,16373.339844
2014-01-23,7307,0,1,16197.349609
2014-01-24,7308,0,1,15879.110352000002
2014-01-27,7309,0,1,15837.879883000001
2014-01-28,7310,0,1,15928.55957
2014-01-29,7311,0,0,15738.790038999998
2014-01-30,7312,0,0,15848.610352000002
2014-01-31,7313,1,1,15698.849609
2014-02-03,7314,1,1,15372.799805
2014-02-04,7315,1,1,15445.240234
2014-02-05,7316,1,1,15440.230469
2014-02-06,7317,1,0,15628.530272999998
2014-02-07,7318,1,1,15794.080078
2014-02-10,7319,1,0,15801.790038999998
2014-02-11,7320,1,0,15994.769531
2014-02-12,7321,1,0,15963.94043
2014-02-13,7322,1,0,16027.589844
2014-02-14,7323,1,0,16154.389647999998
2014-02-18,7324,1,1,16130.400391
2014-02-19,7325,1,1,16040.55957
2014-02-20,7326,1,1,16133.230469
2014-02-21,7327,1,1,16103.299805
2014-02-24,7328,0,1,16207.139647999998
2014-02-25,7329,1,0,16179.660156
2014-02-26,7330,1,0,16198.410156
2014-02-27,7331,1,0,16272.650391
2014-02-28,7332,1,1,16321.709961000002
2014-03-03,7333,1,1,16168.030272999998
2014-03-04,7334,0,1,16395.880859
2014-03-05,7335,0,1,16360.179688
2014-03-06,7336,0,0,16421.890625
2014-03-07,7337,0,0,16452.720703
2014-03-10,7338,0,0,16418.679688
2014-03-11,7339,0,0,16351.25
2014-03-12,7340,0,1,16340.080078
2014-03-13,7341,1,1,16108.889647999998
2014-03-14,7342,1,0,16065.669922
2014-03-17,7343,1,1,16247.219727000002
2014-03-18,7344,1,1,16336.19043
2014-03-19,7345,1,0,16222.169922
2014-03-20,7346,0,0,16331.049805
2014-03-21,7347,1,1,16302.769531
2014-03-24,7348,1,1,16276.69043
2014-03-25,7349,1,1,16367.879883000001
2014-03-26,7350,1,1,16268.990234
2014-03-27,7351,1,1,16264.230469
2014-03-28,7352,1,1,16323.05957
2014-03-31,7353,0,1,16457.660156
2014-04-01,7354,0,1,16532.609375
2014-04-02,7355,0,0,16573.0
2014-04-03,7356,0,0,16572.550781
2014-04-04,7357,0,0,16412.710938
2014-04-07,7358,0,1,16245.870116999999
2014-04-08,7359,1,1,16256.139647999998
2014-04-09,7360,0,1,16437.179688
2014-04-10,7361,1,0,16170.219727000002
2014-04-11,7362,1,1,16026.75
2014-04-14,7363,1,1,16173.240234
2014-04-15,7364,1,1,16262.55957
2014-04-16,7365,1,1,16424.849609
2014-04-17,7366,0,1,16408.539063
2014-04-21,7367,0,1,16449.25
2014-04-22,7368,1,0,16514.369141
2014-04-23,7369,1,1,16501.650391
2014-04-24,7370,1,1,16501.650391
2014-04-25,7371,1,1,16361.459961000002
2014-04-28,7372,1,1,16448.740234
2014-04-29,7373,0,1,16535.369141
2014-04-30,7374,0,1,16580.839844
2014-05-01,7375,0,1,16558.869141
2014-05-02,7376,1,1,16512.890625
2014-05-05,7377,1,1,16530.550781
2014-05-06,7378,1,1,16401.019531
2014-05-07,7379,1,1,16518.539063
2014-05-08,7380,0,1,16550.970703
2014-05-09,7381,0,1,16583.339844
2014-05-12,7382,0,0,16695.470703
2014-05-13,7383,0,0,16715.439453
2014-05-14,7384,0,0,16613.970703
2014-05-15,7385,1,0,16446.810547
2014-05-16,7386,1,1,16491.310547
2014-05-19,7387,1,0,16511.859375
2014-05-20,7388,1,1,16374.30957
2014-05-21,7389,1,1,16533.060547
2014-05-22,7390,1,1,16543.080078
2014-05-23,7391,1,1,16606.269531
2014-05-27,7392,1,0,16675.5
2014-05-28,7393,1,0,16633.179688
2014-05-29,7394,1,1,16698.740234
2014-05-30,7395,1,1,16717.169922
2014-06-02,7396,1,1,16743.630859
2014-06-03,7397,1,0,16722.339844
2014-06-04,7398,1,1,16737.529297
2014-06-05,7399,0,1,16836.109375
2014-06-06,7400,0,1,16924.279297
2014-06-09,7401,0,1,16943.099609
2014-06-10,7402,0,0,16945.919922
2014-06-11,7403,1,0,16843.880859
2014-06-12,7404,1,1,16734.189453
2014-06-13,7405,1,1,16775.740234
2014-06-16,7406,1,1,16781.009766
2014-06-17,7407,1,1,16808.490234
2014-06-18,7408,0,0,16906.619141
2014-06-19,7409,0,0,16921.460938
2014-06-20,7410,0,1,16947.080078
2014-06-23,7411,0,0,16937.259766
2014-06-24,7412,1,1,16818.130859
2014-06-25,7413,1,1,16867.509766
2014-06-26,7414,1,1,16846.130859
2014-06-27,7415,1,1,16851.839844
2014-06-30,7416,1,0,16826.599609
2014-07-01,7417,1,1,16956.070313
2014-07-02,7418,0,1,16976.240234
2014-07-03,7419,0,1,17068.259766
2014-07-07,7420,1,1,17024.210938
2014-07-08,7421,1,1,16906.619141
2014-07-09,7422,1,1,16985.609375
2014-07-10,7423,1,1,16915.070313
2014-07-11,7424,1,1,16943.810547
2014-07-14,7425,0,1,17055.419922
2014-07-15,7426,1,1,17060.679688
2014-07-16,7427,0,0,17138.199219
2014-07-17,7428,1,0,16976.810547
2014-07-18,7429,0,0,17100.179688
2014-07-21,7430,0,0,17051.730469
2014-07-22,7431,0,1,17113.539063
2014-07-23,7432,0,0,17086.630859
2014-07-24,7433,0,1,17083.800781
2014-07-25,7434,0,0,16960.570313
2014-07-28,7435,0,1,16982.589844
2014-07-29,7436,0,1,16912.109375
2014-07-30,7437,0,1,16880.359375
2014-07-31,7438,0,1,16563.300781
2014-08-01,7439,1,1,16493.369141
2014-08-04,7440,1,1,16569.279297
2014-08-05,7441,1,1,16429.470703
2014-08-06,7442,1,0,16443.339844
2014-08-07,7443,1,1,16368.269531
2014-08-08,7444,1,0,16553.929688
2014-08-11,7445,1,0,16569.980469
2014-08-12,7446,1,0,16560.539063
2014-08-13,7447,1,0,16651.800781
2014-08-14,7448,1,0,16713.580078
2014-08-15,7449,1,0,16662.910156
2014-08-18,7450,1,0,16838.740234
2014-08-19,7451,1,1,16919.589844
2014-08-20,7452,1,0,16979.130859
2014-08-21,7453,1,0,17039.490234
2014-08-22,7454,1,0,17001.220703
2014-08-25,7455,0,0,17076.869141
2014-08-26,7456,0,0,17106.699219
2014-08-27,7457,0,1,17122.009766
2014-08-28,7458,1,1,17079.570313
2014-08-29,7459,1,1,17098.449219
2014-09-02,7460,0,1,17067.560547
2014-09-03,7461,0,1,17078.279297
2014-09-04,7462,0,1,17069.580078
2014-09-05,7463,0,1,17137.359375
2014-09-08,7464,0,1,17111.419922
2014-09-09,7465,1,0,17013.869141
2014-09-10,7466,1,0,17068.710938
2014-09-11,7467,1,1,17049.0
2014-09-12,7468,1,1,16987.509766
2014-09-15,7469,1,0,17031.140625
2014-09-16,7470,0,1,17131.970703
2014-09-17,7471,1,1,17156.849609
2014-09-18,7472,0,0,17265.990234
2014-09-19,7473,0,0,17279.740234
2014-09-22,7474,0,0,17172.679688
2014-09-23,7475,0,1,17055.869141
2014-09-24,7476,0,1,17210.060547
2014-09-25,7477,0,1,16945.800781
2014-09-26,7478,0,1,17113.150391
2014-09-29,7479,0,1,17071.220703
2014-09-30,7480,0,1,17042.900391
2014-10-01,7481,1,0,16804.710938
2014-10-02,7482,0,1,16801.050781
2014-10-03,7483,0,1,17009.689453
2014-10-06,7484,0,1,16991.910156
2014-10-07,7485,0,0,16719.390625
2014-10-08,7486,0,1,16994.220703
2014-10-09,7487,0,1,16659.25
2014-10-10,7488,0,1,16544.099609
2014-10-13,7489,1,1,16321.070313
2014-10-14,7490,1,1,16315.19043
2014-10-15,7491,1,1,16141.740234
2014-10-16,7492,1,1,16117.240234
2014-10-17,7493,1,0,16380.410156
2014-10-20,7494,1,0,16399.669922
2014-10-21,7495,1,0,16614.810547
2014-10-22,7496,1,0,16461.320313
2014-10-23,7497,1,0,16677.900391
2014-10-24,7498,1,0,16805.410156
2014-10-27,7499,1,1,16817.939453
2014-10-28,7500,1,1,17005.75
2014-10-29,7501,1,0,16974.310547
2014-10-30,7502,1,1,17195.419922
2014-10-31,7503,1,1,17390.519531
2014-11-03,7504,1,1,17366.240234
2014-11-04,7505,1,1,17383.839844
2014-11-05,7506,1,1,17484.529297
2014-11-06,7507,1,1,17554.470703
2014-11-07,7508,1,1,17573.929688
2014-11-10,7509,1,1,17613.740234
2014-11-11,7510,1,1,17614.900391
2014-11-12,7511,1,0,17612.199219
2014-11-13,7512,1,0,17652.789063
2014-11-14,7513,1,0,17634.740234
2014-11-17,7514,1,0,17647.75
2014-11-18,7515,1,0,17687.820313
2014-11-19,7516,1,0,17685.730469
2014-11-20,7517,1,0,17719.0
2014-11-21,7518,0,0,17810.060547
2014-11-24,7519,1,0,17817.900391
2014-11-25,7520,1,0,17814.939453
2014-11-26,7521,1,0,17827.75
2014-11-28,7522,1,0,17828.240234
2014-12-01,7523,1,1,17776.800781
2014-12-02,7524,0,1,17879.550781
2014-12-03,7525,0,1,17912.619141
2014-12-04,7526,0,0,17900.099609
2014-12-05,7527,0,0,17958.789063
2014-12-08,7528,0,0,17852.480469
2014-12-09,7529,0,1,17801.199219
2014-12-10,7530,0,1,17533.150391
2014-12-11,7531,1,1,17596.339844
2014-12-12,7532,1,1,17280.830078
2014-12-15,7533,1,1,17180.839844
2014-12-16,7534,1,1,17068.869141
2014-12-17,7535,1,1,17356.869141
2014-12-18,7536,1,0,17778.150391
2014-12-19,7537,1,0,17804.800781
2014-12-22,7538,1,0,17959.439453
2014-12-23,7539,0,1,18024.169922
2014-12-24,7540,0,1,18030.210938
2014-12-26,7541,0,0,18053.710938
2014-12-29,7542,0,1,18038.230469
2014-12-30,7543,0,0,17983.070313
2014-12-31,7544,1,0,17823.070313
2015-01-02,7545,0,0,17832.990234
2015-01-05,7546,1,1,17501.650391
2015-01-06,7547,1,1,17371.640625
2015-01-07,7548,0,0,17584.519531
2015-01-08,7549,0,0,17907.869141
2015-01-09,7550,0,0,17737.369141
2015-01-12,7551,0,1,17640.839844
2015-01-13,7552,0,1,17613.679688
2015-01-14,7553,1,0,17427.089844
2015-01-15,7554,1,0,17320.710938
2015-01-16,7555,1,1,17511.570313
2015-01-20,7556,0,1,17515.230469
2015-01-21,7557,0,1,17554.279297
2015-01-22,7558,0,1,17813.980469
2015-01-23,7559,0,1,17672.599609
2015-01-26,7560,0,0,17678.699219
2015-01-27,7561,1,0,17387.210938
2015-01-28,7562,1,0,17191.369141
2015-01-29,7563,1,1,17416.849609
2015-01-30,7564,1,1,17164.949219
2015-02-02,7565,1,0,17361.039063
2015-02-03,7566,1,1,17666.400391
2015-02-04,7567,1,0,17673.019531
2015-02-05,7568,1,1,17884.880859
2015-02-06,7569,1,1,17824.289063
2015-02-09,7570,1,0,17729.210938
2015-02-10,7571,1,1,17868.759766
2015-02-11,7572,1,1,17862.140625
2015-02-12,7573,1,1,17972.380859
2015-02-13,7574,1,1,18019.349609
2015-02-17,7575,1,1,18047.580078
2015-02-18,7576,1,1,18029.849609
2015-02-19,7577,1,0,17985.769531
2015-02-20,7578,0,1,18140.439453
2015-02-23,7579,1,1,18116.839844
2015-02-24,7580,0,0,18209.189453
2015-02-25,7581,0,1,18224.570313
2015-02-26,7582,0,0,18214.419922
2015-02-27,7583,0,1,18132.699219
2015-03-02,7584,0,0,18288.630859
2015-03-03,7585,0,1,18203.369141
2015-03-04,7586,0,0,18096.900391
2015-03-05,7587,0,1,18135.720703
